image_id,domain,split,image_path
00200,B (Photo),test,testB/00200.jpg
00201,A (Monet Painting),train,trainA/00201.jpg
00202,A (Monet Painting),train,trainA/00202.jpg
00203,A (Monet Painting),train,trainA/00203.jpg
00204,A (Monet Painting),train,trainA/00204.jpg
00205,A (Monet Painting),train,trainA/00205.jpg
00206,A (Monet Painting),train,trainA/00206.jpg
00207,A (Monet Painting),train,trainA/00207.jpg
00208,A (Monet Painting),train,trainA/00208.jpg
00209,A (Monet Painting),train,trainA/00209.jpg
00210,B (Photo),test,testB/00210.jpg
00211,A (Monet Painting),train,trainA/00211.jpg
00212,A (Monet Painting),train,trainA/00212.jpg
00213,A (Monet Painting),train,trainA/00213.jpg
00214,A (Monet Painting),train,trainA/00214.jpg
00215,A (Monet Painting),train,trainA/00215.jpg
00216,A (Monet Painting),train,trainA/00216.jpg
00217,A (Monet Painting),train,trainA/00217.jpg
00218,A (Monet Painting),train,trainA/00218.jpg
00219,A (Monet Painting),train,trainA/00219.jpg
00220,B (Photo),test,testB/00220.jpg
00221,A (Monet Painting),train,trainA/00221.jpg
00222,A (Monet Painting),train,trainA/00222.jpg
00223,A (Monet Painting),train,trainA/00223.jpg
00224,A (Monet Painting),train,trainA/00224.jpg
00225,A (Monet Painting),train,trainA/00225.jpg
00226,A (Monet Painting),train,trainA/00226.jpg
00227,A (Monet Painting),train,trainA/00227.jpg
00229,A (Monet Painting),train,trainA/00229.jpg
00231,A (Monet Painting),train,trainA/00231.jpg
00232,A (Monet Painting),train,trainA/00232.jpg
00233,A (Monet Painting),train,trainA/00233.jpg
00234,A (Monet Painting),train,trainA/00234.jpg
00235,A (Monet Painting),train,trainA/00235.jpg
00236,A (Monet Painting),train,trainA/00236.jpg
00238,A (Monet Painting),train,trainA/00238.jpg
00239,A (Monet Painting),train,trainA/00239.jpg
00240,B (Photo),test,testB/00240.jpg
00241,A (Monet Painting),train,trainA/00241.jpg
00242,A (Monet Painting),train,trainA/00242.jpg
00243,A (Monet Painting),train,trainA/00243.jpg
00244,A (Monet Painting),train,trainA/00244.jpg
00245,A (Monet Painting),train,trainA/00245.jpg
00246,A (Monet Painting),train,trainA/00246.jpg
00247,A (Monet Painting),train,trainA/00247.jpg
00248,A (Monet Painting),train,trainA/00248.jpg
00249,A (Monet Painting),train,trainA/00249.jpg
00250,B (Photo),test,testB/00250.jpg
00251,A (Monet Painting),train,trainA/00251.jpg
00252,A (Monet Painting),train,trainA/00252.jpg
00255,A (Monet Painting),train,trainA/00255.jpg
00256,A (Monet Painting),train,trainA/00256.jpg
00257,A (Monet Painting),train,trainA/00257.jpg
00258,A (Monet Painting),train,trainA/00258.jpg
00259,A (Monet Painting),train,trainA/00259.jpg
00260,B (Photo),test,testB/00260.jpg
00261,A (Monet Painting),train,trainA/00261.jpg
00262,A (Monet Painting),train,trainA/00262.jpg
00263,A (Monet Painting),train,trainA/00263.jpg
00264,A (Monet Painting),train,trainA/00264.jpg
00265,A (Monet Painting),train,trainA/00265.jpg
00266,A (Monet Painting),train,trainA/00266.jpg
00267,A (Monet Painting),train,trainA/00267.jpg
00268,A (Monet Painting),train,trainA/00268.jpg
00269,A (Monet Painting),train,trainA/00269.jpg
00270,B (Photo),test,testB/00270.jpg
00271,A (Monet Painting),train,trainA/00271.jpg
00272,A (Monet Painting),train,trainA/00272.jpg
00273,A (Monet Painting),train,trainA/00273.jpg
00274,A (Monet Painting),train,trainA/00274.jpg
00275,A (Monet Painting),train,trainA/00275.jpg
00276,A (Monet Painting),train,trainA/00276.jpg
00277,A (Monet Painting),train,trainA/00277.jpg
00278,A (Monet Painting),train,trainA/00278.jpg
00280,B (Photo),test,testB/00280.jpg
00281,A (Monet Painting),train,trainA/00281.jpg
00282,A (Monet Painting),train,trainA/00282.jpg
00283,A (Monet Painting),train,trainA/00283.jpg
00284,A (Monet Painting),train,trainA/00284.jpg
00285,A (Monet Painting),train,trainA/00285.jpg
00286,A (Monet Painting),train,trainA/00286.jpg
00287,A (Monet Painting),train,trainA/00287.jpg
00288,A (Monet Painting),train,trainA/00288.jpg
00289,A (Monet Painting),train,trainA/00289.jpg
00290,B (Photo),test,testB/00290.jpg
00291,A (Monet Painting),train,trainA/00291.jpg
00292,A (Monet Painting),train,trainA/00292.jpg
00294,A (Monet Painting),train,trainA/00294.jpg
00295,A (Monet Painting),train,trainA/00295.jpg
00296,A (Monet Painting),train,trainA/00296.jpg
00297,A (Monet Painting),train,trainA/00297.jpg
00298,A (Monet Painting),train,trainA/00298.jpg
00299,A (Monet Painting),train,trainA/00299.jpg
00300,B (Photo),test,testB/00300.jpg
00301,A (Monet Painting),train,trainA/00301.jpg
00302,A (Monet Painting),train,trainA/00302.jpg
00303,A (Monet Painting),train,trainA/00303.jpg
00304,A (Monet Painting),train,trainA/00304.jpg
00305,A (Monet Painting),train,trainA/00305.jpg
00306,A (Monet Painting),train,trainA/00306.jpg
00307,A (Monet Painting),train,trainA/00307.jpg
00308,A (Monet Painting),train,trainA/00308.jpg
00309,A (Monet Painting),train,trainA/00309.jpg
00310,B (Photo),test,testB/00310.jpg
00311,A (Monet Painting),train,trainA/00311.jpg
00312,A (Monet Painting),train,trainA/00312.jpg
00313,A (Monet Painting),train,trainA/00313.jpg
00314,A (Monet Painting),train,trainA/00314.jpg
00315,A (Monet Painting),train,trainA/00315.jpg
00316,A (Monet Painting),train,trainA/00316.jpg
00317,A (Monet Painting),train,trainA/00317.jpg
00318,A (Monet Painting),train,trainA/00318.jpg
00319,A (Monet Painting),train,trainA/00319.jpg
00320,B (Photo),test,testB/00320.jpg
00321,A (Monet Painting),train,trainA/00321.jpg
00323,A (Monet Painting),train,trainA/00323.jpg
00324,A (Monet Painting),train,trainA/00324.jpg
00325,A (Monet Painting),train,trainA/00325.jpg
00326,A (Monet Painting),train,trainA/00326.jpg
00327,A (Monet Painting),train,trainA/00327.jpg
00328,A (Monet Painting),train,trainA/00328.jpg
00329,A (Monet Painting),train,trainA/00329.jpg
00330,B (Photo),test,testB/00330.jpg
00331,A (Monet Painting),train,trainA/00331.jpg
00332,A (Monet Painting),train,trainA/00332.jpg
00333,A (Monet Painting),train,trainA/00333.jpg
00334,A (Monet Painting),train,trainA/00334.jpg
00335,A (Monet Painting),train,trainA/00335.jpg
00336,A (Monet Painting),train,trainA/00336.jpg
00342,A (Monet Painting),train,trainA/00342.jpg
00343,A (Monet Painting),train,trainA/00343.jpg
00344,A (Monet Painting),train,trainA/00344.jpg
00345,A (Monet Painting),train,trainA/00345.jpg
00346,A (Monet Painting),train,trainA/00346.jpg
00348,A (Monet Painting),train,trainA/00348.jpg
00349,A (Monet Painting),train,trainA/00349.jpg
00350,B (Photo),test,testB/00350.jpg
00351,A (Monet Painting),train,trainA/00351.jpg
00352,A (Monet Painting),train,trainA/00352.jpg
00353,A (Monet Painting),train,trainA/00353.jpg
00354,A (Monet Painting),train,trainA/00354.jpg
00355,A (Monet Painting),train,trainA/00355.jpg
00356,A (Monet Painting),train,trainA/00356.jpg
00357,A (Monet Painting),train,trainA/00357.jpg
00358,A (Monet Painting),train,trainA/00358.jpg
00360,B (Photo),test,testB/00360.jpg
00361,A (Monet Painting),train,trainA/00361.jpg
00362,A (Monet Painting),train,trainA/00362.jpg
00363,A (Monet Painting),train,trainA/00363.jpg
00364,A (Monet Painting),train,trainA/00364.jpg
00365,A (Monet Painting),train,trainA/00365.jpg
00366,A (Monet Painting),train,trainA/00366.jpg
00367,A (Monet Painting),train,trainA/00367.jpg
00368,A (Monet Painting),train,trainA/00368.jpg
00376,A (Monet Painting),train,trainA/00376.jpg
00377,A (Monet Painting),train,trainA/00377.jpg
00378,A (Monet Painting),train,trainA/00378.jpg
00379,A (Monet Painting),train,trainA/00379.jpg
00380,B (Photo),test,testB/00380.jpg
00381,A (Monet Painting),train,trainA/00381.jpg
00382,A (Monet Painting),train,trainA/00382.jpg
00383,A (Monet Painting),train,trainA/00383.jpg
00385,A (Monet Painting),train,trainA/00385.jpg
00386,A (Monet Painting),train,trainA/00386.jpg
00387,A (Monet Painting),train,trainA/00387.jpg
00388,A (Monet Painting),train,trainA/00388.jpg
00389,A (Monet Painting),train,trainA/00389.jpg
00390,B (Photo),test,testB/00390.jpg
00391,A (Monet Painting),train,trainA/00391.jpg
00392,A (Monet Painting),train,trainA/00392.jpg
00393,A (Monet Painting),train,trainA/00393.jpg
00394,A (Monet Painting),train,trainA/00394.jpg
00395,A (Monet Painting),train,trainA/00395.jpg
00396,A (Monet Painting),train,trainA/00396.jpg
00397,A (Monet Painting),train,trainA/00397.jpg
00398,A (Monet Painting),train,trainA/00398.jpg
00399,A (Monet Painting),train,trainA/00399.jpg
00400,B (Photo),test,testB/00400.jpg
00401,A (Monet Painting),train,trainA/00401.jpg
00402,A (Monet Painting),train,trainA/00402.jpg
00403,A (Monet Painting),train,trainA/00403.jpg
00404,A (Monet Painting),train,trainA/00404.jpg
00405,A (Monet Painting),train,trainA/00405.jpg
00406,A (Monet Painting),train,trainA/00406.jpg
00407,A (Monet Painting),train,trainA/00407.jpg
00408,A (Monet Painting),train,trainA/00408.jpg
00409,A (Monet Painting),train,trainA/00409.jpg
00410,B (Photo),test,testB/00410.jpg
00411,A (Monet Painting),train,trainA/00411.jpg
00412,A (Monet Painting),train,trainA/00412.jpg
00413,A (Monet Painting),train,trainA/00413.jpg
00414,A (Monet Painting),train,trainA/00414.jpg
00415,A (Monet Painting),train,trainA/00415.jpg
00416,A (Monet Painting),train,trainA/00416.jpg
00417,A (Monet Painting),train,trainA/00417.jpg
00420,B (Photo),test,testB/00420.jpg
00421,A (Monet Painting),train,trainA/00421.jpg
00422,A (Monet Painting),train,trainA/00422.jpg
00423,A (Monet Painting),train,trainA/00423.jpg
00424,A (Monet Painting),train,trainA/00424.jpg
00425,A (Monet Painting),train,trainA/00425.jpg
00426,A (Monet Painting),train,trainA/00426.jpg
00427,A (Monet Painting),train,trainA/00427.jpg
00428,A (Monet Painting),train,trainA/00428.jpg
00429,A (Monet Painting),train,trainA/00429.jpg
00430,B (Photo),test,testB/00430.jpg
00431,A (Monet Painting),train,trainA/00431.jpg
00432,A (Monet Painting),train,trainA/00432.jpg
00433,A (Monet Painting),train,trainA/00433.jpg
00435,A (Monet Painting),train,trainA/00435.jpg
00436,A (Monet Painting),train,trainA/00436.jpg
00437,A (Monet Painting),train,trainA/00437.jpg
00438,A (Monet Painting),train,trainA/00438.jpg
00439,A (Monet Painting),train,trainA/00439.jpg
00440,B (Photo),test,testB/00440.jpg
00441,A (Monet Painting),train,trainA/00441.jpg
00442,A (Monet Painting),train,trainA/00442.jpg
00443,A (Monet Painting),train,trainA/00443.jpg
00444,A (Monet Painting),train,trainA/00444.jpg
00445,A (Monet Painting),train,trainA/00445.jpg
00446,A (Monet Painting),train,trainA/00446.jpg
00447,A (Monet Painting),train,trainA/00447.jpg
00448,A (Monet Painting),train,trainA/00448.jpg
00449,A (Monet Painting),train,trainA/00449.jpg
00450,B (Photo),test,testB/00450.jpg
00451,A (Monet Painting),train,trainA/00451.jpg
00452,A (Monet Painting),train,trainA/00452.jpg
00453,A (Monet Painting),train,trainA/00453.jpg
00454,A (Monet Painting),train,trainA/00454.jpg
00455,A (Monet Painting),train,trainA/00455.jpg
00456,A (Monet Painting),train,trainA/00456.jpg
00457,A (Monet Painting),train,trainA/00457.jpg
00458,A (Monet Painting),train,trainA/00458.jpg
00459,A (Monet Painting),train,trainA/00459.jpg
00460,B (Photo),test,testB/00460.jpg
00461,A (Monet Painting),train,trainA/00461.jpg
00462,A (Monet Painting),train,trainA/00462.jpg
00463,A (Monet Painting),train,trainA/00463.jpg
00464,A (Monet Painting),train,trainA/00464.jpg
00465,A (Monet Painting),train,trainA/00465.jpg
00466,A (Monet Painting),train,trainA/00466.jpg
00467,A (Monet Painting),train,trainA/00467.jpg
00468,A (Monet Painting),train,trainA/00468.jpg
00469,A (Monet Painting),train,trainA/00469.jpg
00470,B (Photo),test,testB/00470.jpg
00471,A (Monet Painting),train,trainA/00471.jpg
00472,A (Monet Painting),train,trainA/00472.jpg
00475,A (Monet Painting),train,trainA/00475.jpg
00476,A (Monet Painting),train,trainA/00476.jpg
00477,A (Monet Painting),train,trainA/00477.jpg
00478,A (Monet Painting),train,trainA/00478.jpg
00479,A (Monet Painting),train,trainA/00479.jpg
00480,B (Photo),test,testB/00480.jpg
00481,A (Monet Painting),train,trainA/00481.jpg
00482,A (Monet Painting),train,trainA/00482.jpg
00483,A (Monet Painting),train,trainA/00483.jpg
00484,A (Monet Painting),train,trainA/00484.jpg
00485,A (Monet Painting),train,trainA/00485.jpg
00486,A (Monet Painting),train,trainA/00486.jpg
00487,A (Monet Painting),train,trainA/00487.jpg
00488,A (Monet Painting),train,trainA/00488.jpg
00489,A (Monet Painting),train,trainA/00489.jpg
00490,B (Photo),test,testB/00490.jpg
00491,A (Monet Painting),train,trainA/00491.jpg
00492,A (Monet Painting),train,trainA/00492.jpg
00493,A (Monet Painting),train,trainA/00493.jpg
00494,A (Monet Painting),train,trainA/00494.jpg
00495,A (Monet Painting),train,trainA/00495.jpg
00496,A (Monet Painting),train,trainA/00496.jpg
00497,A (Monet Painting),train,trainA/00497.jpg
00498,A (Monet Painting),train,trainA/00498.jpg
00499,A (Monet Painting),train,trainA/00499.jpg
00500,B (Photo),test,testB/00500.jpg
00501,A (Monet Painting),train,trainA/00501.jpg
00502,A (Monet Painting),train,trainA/00502.jpg
00503,A (Monet Painting),train,trainA/00503.jpg
00504,A (Monet Painting),train,trainA/00504.jpg
00505,A (Monet Painting),train,trainA/00505.jpg
00506,A (Monet Painting),train,trainA/00506.jpg
00507,A (Monet Painting),train,trainA/00507.jpg
00518,A (Monet Painting),train,trainA/00518.jpg
00519,A (Monet Painting),train,trainA/00519.jpg
00520,B (Photo),test,testB/00520.jpg
00521,A (Monet Painting),train,trainA/00521.jpg
00522,A (Monet Painting),train,trainA/00522.jpg
00523,A (Monet Painting),train,trainA/00523.jpg
00524,A (Monet Painting),train,trainA/00524.jpg
00525,A (Monet Painting),train,trainA/00525.jpg
00526,A (Monet Painting),train,trainA/00526.jpg
00527,A (Monet Painting),train,trainA/00527.jpg
00528,A (Monet Painting),train,trainA/00528.jpg
00529,A (Monet Painting),train,trainA/00529.jpg
00533,A (Monet Painting),train,trainA/00533.jpg
00534,A (Monet Painting),train,trainA/00534.jpg
00535,A (Monet Painting),train,trainA/00535.jpg
00536,A (Monet Painting),train,trainA/00536.jpg
00537,A (Monet Painting),train,trainA/00537.jpg
00538,A (Monet Painting),train,trainA/00538.jpg
00539,A (Monet Painting),train,trainA/00539.jpg
00540,B (Photo),test,testB/00540.jpg
00541,A (Monet Painting),train,trainA/00541.jpg
00542,A (Monet Painting),train,trainA/00542.jpg
00543,A (Monet Painting),train,trainA/00543.jpg
00544,A (Monet Painting),train,trainA/00544.jpg
00545,A (Monet Painting),train,trainA/00545.jpg
00546,A (Monet Painting),train,trainA/00546.jpg
00547,A (Monet Painting),train,trainA/00547.jpg
00548,A (Monet Painting),train,trainA/00548.jpg
00549,A (Monet Painting),train,trainA/00549.jpg
00550,B (Photo),test,testB/00550.jpg
00551,A (Monet Painting),train,trainA/00551.jpg
00552,A (Monet Painting),train,trainA/00552.jpg
00553,A (Monet Painting),train,trainA/00553.jpg
00554,A (Monet Painting),train,trainA/00554.jpg
00555,A (Monet Painting),train,trainA/00555.jpg
00556,A (Monet Painting),train,trainA/00556.jpg
00557,A (Monet Painting),train,trainA/00557.jpg
00558,A (Monet Painting),train,trainA/00558.jpg
00559,A (Monet Painting),train,trainA/00559.jpg
00588,A (Monet Painting),train,trainA/00588.jpg
00589,A (Monet Painting),train,trainA/00589.jpg
00590,B (Photo),test,testB/00590.jpg
00591,A (Monet Painting),train,trainA/00591.jpg
00592,A (Monet Painting),train,trainA/00592.jpg
00593,A (Monet Painting),train,trainA/00593.jpg
00594,A (Monet Painting),train,trainA/00594.jpg
00595,A (Monet Painting),train,trainA/00595.jpg
00596,A (Monet Painting),train,trainA/00596.jpg
00597,A (Monet Painting),train,trainA/00597.jpg
00598,A (Monet Painting),train,trainA/00598.jpg
00599,A (Monet Painting),train,trainA/00599.jpg
00600,B (Photo),test,testB/00600.jpg
00601,A (Monet Painting),train,trainA/00601.jpg
00602,A (Monet Painting),train,trainA/00602.jpg
00603,A (Monet Painting),train,trainA/00603.jpg
00606,A (Monet Painting),train,trainA/00606.jpg
00607,A (Monet Painting),train,trainA/00607.jpg
00608,A (Monet Painting),train,trainA/00608.jpg
00609,A (Monet Painting),train,trainA/00609.jpg
00610,B (Photo),test,testB/00610.jpg
00611,A (Monet Painting),train,trainA/00611.jpg
00612,A (Monet Painting),train,trainA/00612.jpg
00613,A (Monet Painting),train,trainA/00613.jpg
00614,A (Monet Painting),train,trainA/00614.jpg
00615,A (Monet Painting),train,trainA/00615.jpg
00616,A (Monet Painting),train,trainA/00616.jpg
00617,A (Monet Painting),train,trainA/00617.jpg
00618,A (Monet Painting),train,trainA/00618.jpg
00619,A (Monet Painting),train,trainA/00619.jpg
00620,B (Photo),test,testB/00620.jpg
00621,A (Monet Painting),train,trainA/00621.jpg
00622,A (Monet Painting),train,trainA/00622.jpg
00623,A (Monet Painting),train,trainA/00623.jpg
00624,A (Monet Painting),train,trainA/00624.jpg
00625,A (Monet Painting),train,trainA/00625.jpg
00626,A (Monet Painting),train,trainA/00626.jpg
00627,A (Monet Painting),train,trainA/00627.jpg
00631,A (Monet Painting),train,trainA/00631.jpg
00632,A (Monet Painting),train,trainA/00632.jpg
00633,A (Monet Painting),train,trainA/00633.jpg
00634,A (Monet Painting),train,trainA/00634.jpg
00635,A (Monet Painting),train,trainA/00635.jpg
00636,A (Monet Painting),train,trainA/00636.jpg
00637,A (Monet Painting),train,trainA/00637.jpg
00638,A (Monet Painting),train,trainA/00638.jpg
00639,A (Monet Painting),train,trainA/00639.jpg
00640,B (Photo),test,testB/00640.jpg
00641,A (Monet Painting),train,trainA/00641.jpg
00642,A (Monet Painting),train,trainA/00642.jpg
00643,A (Monet Painting),train,trainA/00643.jpg
00644,A (Monet Painting),train,trainA/00644.jpg
00645,A (Monet Painting),train,trainA/00645.jpg
00646,A (Monet Painting),train,trainA/00646.jpg
00647,A (Monet Painting),train,trainA/00647.jpg
00648,A (Monet Painting),train,trainA/00648.jpg
00649,A (Monet Painting),train,trainA/00649.jpg
00650,B (Photo),test,testB/00650.jpg
00651,A (Monet Painting),train,trainA/00651.jpg
00652,A (Monet Painting),train,trainA/00652.jpg
00653,A (Monet Painting),train,trainA/00653.jpg
00654,A (Monet Painting),train,trainA/00654.jpg
00655,A (Monet Painting),train,trainA/00655.jpg
00656,A (Monet Painting),train,trainA/00656.jpg
00657,A (Monet Painting),train,trainA/00657.jpg
00658,A (Monet Painting),train,trainA/00658.jpg
00659,A (Monet Painting),train,trainA/00659.jpg
00666,A (Monet Painting),train,trainA/00666.jpg
00667,A (Monet Painting),train,trainA/00667.jpg
00668,A (Monet Painting),train,trainA/00668.jpg
00669,A (Monet Painting),train,trainA/00669.jpg
00670,B (Photo),test,testB/00670.jpg
00671,A (Monet Painting),train,trainA/00671.jpg
00672,A (Monet Painting),train,trainA/00672.jpg
00673,A (Monet Painting),train,trainA/00673.jpg
00674,A (Monet Painting),train,trainA/00674.jpg
00675,A (Monet Painting),train,trainA/00675.jpg
00676,A (Monet Painting),train,trainA/00676.jpg
00677,A (Monet Painting),train,trainA/00677.jpg
00678,A (Monet Painting),train,trainA/00678.jpg
00679,A (Monet Painting),train,trainA/00679.jpg
00680,B (Photo),test,testB/00680.jpg
00681,A (Monet Painting),train,trainA/00681.jpg
